,review_body,stars,language,translated_review
622,"Muy débil, sin enganches para colgar. Además mi tabla no es fácil colgarla por la anchura q tiene",2,es,"Very weak, without hooks to hang.In addition my table is not easy to hang it because of the width that has"
623,El cuadernillo esta muy bien pero llegó deteriorado. La portada estaba gastada por los laterales,3,es,The booklet is very good but it came deteriorated.The cover was spent by the sides
624,Para el precio que tienen son de lo mejor que hay.,4,es,"For the price they have, they are the best."
625,"Como organizador de maleta, cumplen. No es una tela de gran calidad, pero esta bien. Sin embargo, no comprimen realmente la ropa, la cremallera se estropea muy rápido.",2,es,"As a suitcase organizer, they comply.It is not a great quality cloth, but it is fine.However, they do not really compress clothes, the zipper spoils very fast."
626,Es válido para el passat Variant 140 cv de año 2006 lo único que cambia es la posición de los cables pero está muy bien para el precio y lo que te ahorras con el original y no veo mucha diferencia. Lo único que deberían protegerlo un poco más para que no se raye,4,es,It is valid for the Passat Variant 140 hp of 2006 The only thing that changes is the position of the cables but it is very good for the price and what you save with the original and I do not see much difference.The only thing that should protect it a little more so that it is not raya
627,Para un perro de diametro de morro 28 queda pequeño,4,es,For a Morro diameter dog 28 is small
628,genial todo muy bien y rápido. funciona muy bien,5,es,Great everything very well and fast.It works very well
629,"LO HE DEVUELTO, ME QUEDA PEQUEÑO, DEMASIADO RELLENO EN EL SUJETADOR Y BRAGA MUY PEQUEÑA. ES BONITO PERO NO ME GUSTA COMO QUEDA, LOS COLORES SON PRECIOSOS :-)",2,pt,"I have returned it, I look small, too stuffed in the very small bra and panties.It's pretty but I don't like how it looks, the colors are beautiful :-)"
630,"El producto es bueno, encaja bien en el coche. No obstante la alfombrilla del conductor tendría que ser más larga ya que no llega a la pinza que lleva el coche para que no se levante de la parte delantera.",4,es,"The product is good, fits well in the car.However, the driver's mat would have to be longer since it does not reach the clamp that carries the car so that it does not rise from the front."
631,A mi hijo le encantan y juega mucho con ellos. Tienen mecanismos que funcionan muy bien y no son nada endebles aunque lo parezca a primera vista. Le doy cuatro estrellas por el precio que tienen que valgan unos 25-30 euros me parece excesivo para lo que son.,4,es,My son loves and plays a lot with them.They have mechanisms that work very well and are not weak even if it may seem at first glance.I give four stars for the price that have to be worth about 25-30 euros seems excessive to what they are.
632,"La he probado conmigo y con mi mujer. A mi me clava los resultados de la báscula Tanita, pero a ella le baja la grasa y le sube la masa muscular",3,es,"I have tried with me and my wife.I nail the results of the tanita scale, but she lowers the fat and the muscle mass rises"
633,Son más grandes de lo q me esperaba y no son cómodos al llevarlos. El micrófono no capta bien en las llamadas.,2,es,They are bigger than I expected and are not comfortable when carrying them.The microphone does not capture well in the calls.
634,Muy buena y resistente inconvenientes que tenía que ponerle algunas bridas para que no se escapara de mascota que es un escapista profesional.jeje,4,es,Very good and resistant inconveniences that had to put some flanges so that he does not escape from pet that is a professional escapist.
635,"Es un poco más pequeña de lo que pensaba, pues me la imaginaba de medio folio. Los separadores podían estar cada dos meses y no todos al principio, aunque mola el hecho que puedas poner fotos o postales donde se encuentran los separadores.",4,es,"It is a little smaller than I thought, because I imagined it half a folio.Los separadores podían estar cada dos meses y no todos al principio, aunque mola el hecho que puedas poner fotos o postales donde se encuentran los separadores."
636,"es divertido, solo que el mecanismo se escucha bastante y a veces cubre la voz, no reconoce a distancia, pero para jugar no esta mal.",3,es,"It is fun, only that the mechanism is heard quite a lot and sometimes covers the voice, it does not recognize at a distance, but to play it is not bad."
637,"Por ese precio no lo volvería a comprar, la idea es buena, pero demasiado cara para lo que es y la funcionalidad que tiene. No lo volvería a comprar por ese motivo.",2,es,"For that price I would not buy it again, the idea is good, but too expensive for what it is and the functionality it has.I wouldn't buy it again for that reason."
638,En general bien:no m gusta la forma de ajustarse al colchon,2,es,In general good: I don't like how to adjust to mattress
639,"El aspecto y el confort de cuando lo acabas de inflar es muy bueno, se nota dura y no rebota...pero al despertar notas que ha perdido bastante aire y se siente como una especie de ""cama de agua"". No lo devuelvo porque mi pareja se lo quiere quedar, pero desde luego no estoy satisfecho, aunque si te hace el apaño (veremos cuanto dura).",3,es,"The appearance and comfort of when you just inflate is very good, it shows hard and does not bounce ... but when you wake up notes that has lost enough air and feel like a kind of ""water bed"".I do not return it because my partner wants to look at him, but of course I am not satisfied, although he does the Apaño (we will see how long it lasts)."
640,"Tengo una hace años y querria otra para regalar. Llego rapido, pero el sonido no estaba bien. Lo devolví y pedi de otra marca. ... le paso lo mismo a unos amigo. ya no me fio de la marca.",2,es,"I have one years ago and I would want another to give away.I arrive fast, but the sound was not right.I returned it and asked for another brand.... the same thing happened to some friend.I don't trust the brand anymore."
641,Muy decepcionado en la descripcion del articulo pone que tiene el grabado de homologacion el cual es mentira por lo tanto no sirven para nada mas que decoracion no para su uso real en via publica,1,es,Very disappointed in the description of the article says that it has the registration of homologation which is therefore not use for anything but decoration not for its real use in public route
642,"El Producto en sí esta muy bien y cumple su función pero simplemente el hecho de que pongan que es de colór verde amarillo (fluor) y luego sea amarillo pastel, pálido decepciona mucho y no da credibilidad para compras futuras si os gusta el amarillo es un buen producto pero lo dicho publicidad engañosa y mintiendo no se ganan clientes.",3,es,The product itself is very good and fulfills its function but simply the fact that they put that it is yellow green collor (fluor) and then it is yellow pastebuen producto pero lo dicho publicidad engañosa y mintiendo no se ganan clientes.
643,"Fatal,horroroso,nada recomendable,después de mucho tiempo esperando el paquete y despues de avisarme el vendedor que se habia perdido el paquete,inicié el reemplazo,dias después llegó ei paquete con la supuesta bateria,pues NO,eran unos auriculares de esos que regalan cuando compras un movil nuevo,con el tiempo cruzando mails con el vendedor se pasó eo tiempo de devolución(asumo mi parte de culpa). Vamos para nada recomendable,",1,es,"Fatal, horrible, nothing recommended, after a long time waiting for the package and after notifying me the seller who had lost the package, I started the replacement, days later came the package with the alleged battery, because no, they were headphones of those thatThey give when you buy a new mobile, over time crossing mails with the seller, the return time was passed (I assume my part of guilt).We are not recommended at all,"
